Trajectory - Seconds: 24.55, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 1.20, Y: -3.90), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.17), 
State(Sec: 21.42, Vel m/s: 0.99, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 2.60, Y: -3.31), Rotation2d(Rads: 2.34, Deg: 133.84)), Curvature: -0.04), 
State(Sec: 21.52, Vel m/s: 1.00, Accel m/s/s: -0.17, Pose: Pose2d(Translation2d(X: 2.53, Y: -3.23), Rotation2d(Rads: 2.33, Deg: 133.69)), Curvature: -0.00), 
State(Sec: 21.62, Vel m/s: 0.98, Accel m/s/s: -0.39, Pose: Pose2d(Translation2d(X: 2.46, Y: -3.16), Rotation2d(Rads: 2.34, Deg: 133.84)), Curvature: 0.06), 
State(Sec: 21.71, Vel m/s: 0.95, Accel m/s/s: 0.64, Pose: Pose2d(Translation2d(X: 2.40, Y: -3.10), Rotation2d(Rads: 2.35, Deg: 134.41)), Curvature: 0.19), 
State(Sec: 21.78, Vel m/s: 1.00, Accel m/s/s: -1.25, Pose: Pose2d(Translation2d(X: 2.35, Y: -3.05), Rotation2d(Rads: 2.35, Deg: 134.91)), Curvature: 0.02), 
State(Sec: 21.85, Vel m/s: 0.91, Accel m/s/s: -0.58, Pose: Pose2d(Translation2d(X: 2.31, Y: -3.00), Rotation2d(Rads: 2.35, Deg: 134.38)), Curvature: -0.34), 
State(Sec: 21.99, Vel m/s: 0.83, Accel m/s/s: 0.43, Pose: Pose2d(Translation2d(X: 2.22, Y: -2.92), Rotation2d(Rads: 2.27, Deg: 130.11)), Curvature: -0.72), 
State(Sec: 22.07, Vel m/s: 0.87, Accel m/s/s: 0.49, Pose: Pose2d(Translation2d(X: 2.18, Y: -2.86), Rotation2d(Rads: 2.23, Deg: 127.57)), Curvature: -0.54), 
State(Sec: 22.16, Vel m/s: 0.91, Accel m/s/s: 0.32, Pose: Pose2d(Translation2d(X: 2.13, Y: -2.79), Rotation2d(Rads: 2.19, Deg: 125.49)), Curvature: -0.34), 
State(Sec: 22.27, Vel m/s: 0.95, Accel m/s/s: 0.20, Pose: Pose2d(Translation2d(X: 2.07, Y: -2.71), Rotation2d(Rads: 2.16, Deg: 123.98)), Curvature: -0.19), 
State(Sec: 22.34, Vel m/s: 0.96, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 2.04, Y: -2.66), Rotation2d(Rads: 2.15, Deg: 123.42)), Curvature: -0.14), 
State(Sec: 22.41, Vel m/s: 0.97, Accel m/s/s: 0.33, Pose: Pose2d(Translation2d(X: 2.00, Y: -2.60), Rotation2d(Rads: 2.15, Deg: 122.96)), Curvature: -0.10), 
State(Sec: 22.49, Vel m/s: 1.00, Accel m/s/s: -0.21, Pose: Pose2d(Translation2d(X: 1.96, Y: -2.54), Rotation2d(Rads: 2.14, Deg: 122.78)), Curvature: 0.01), 
State(Sec: 22.57, Vel m/s: 0.98, Accel m/s/s: -0.13, Pose: Pose2d(Translation2d(X: 1.91, Y: -2.47), Rotation2d(Rads: 2.15, Deg: 122.98)), Curvature: 0.07), 
State(Sec: 22.66, Vel m/s: 0.97, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 1.86, Y: -2.39), Rotation2d(Rads: 2.16, Deg: 123.49)), Curvature: 0.12), 
State(Sec: 22.76, Vel m/s: 0.96, Accel m/s/s: -0.07, Pose: Pose2d(Translation2d(X: 1.81, Y: -2.31), Rotation2d(Rads: 2.17, Deg: 124.24)), Curvature: 0.15), 
State(Sec: 22.87, Vel m/s: 0.95, Accel m/s/s: -0.06, Pose: Pose2d(Translation2d(X: 1.75, Y: -2.23), Rotation2d(Rads: 2.19, Deg: 125.21)), Curvature: 0.18), 
State(Sec: 22.98, Vel m/s: 0.95, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.69, Y: -2.14), Rotation2d(Rads: 2.21, Deg: 126.40)), Curvature: 0.21), 
State(Sec: 23.10, Vel m/s: 0.94, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.62, Y: -2.05), Rotation2d(Rads: 2.23, Deg: 127.78)), Curvature: 0.23), 
State(Sec: 23.22, Vel m/s: 0.93, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.55, Y: -1.96), Rotation2d(Rads: 2.26, Deg: 129.37)), Curvature: 0.25), 
State(Sec: 23.35, Vel m/s: 0.93, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.47, Y: -1.87), Rotation2d(Rads: 2.29, Deg: 131.16)), Curvature: 0.28), 
State(Sec: 23.48, Vel m/s: 0.92, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.39, Y: -1.78), Rotation2d(Rads: 2.32, Deg: 133.15)), Curvature: 0.30), 
State(Sec: 23.61, Vel m/s: 0.92, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.31, Y: -1.69), Rotation2d(Rads: 2.36, Deg: 135.37)), Curvature: 0.33), 
State(Sec: 23.75, Vel m/s: 0.91, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.22, Y: -1.61), Rotation2d(Rads: 2.41, Deg: 137.81)), Curvature: 0.35), 
State(Sec: 23.82, Vel m/s: 0.91, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.17, Y: -1.56), Rotation2d(Rads: 2.43, Deg: 139.12)), Curvature: 0.37), 
State(Sec: 23.89, Vel m/s: 0.90, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.12, Y: -1.52), Rotation2d(Rads: 2.45, Deg: 140.49)), Curvature: 0.38), 
State(Sec: 23.96, Vel m/s: 0.90, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 1.07, Y: -1.48), Rotation2d(Rads: 2.48, Deg: 141.92)), Curvature: 0.40), 
State(Sec: 24.03, Vel m/s: 0.90, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 1.02, Y: -1.44), Rotation2d(Rads: 2.50, Deg: 143.41)), Curvature: 0.41), 
State(Sec: 24.11, Vel m/s: 0.89, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 0.97, Y: -1.41), Rotation2d(Rads: 2.53, Deg: 144.96)), Curvature: 0.42), 
State(Sec: 24.19, Vel m/s: 0.73, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 0.91, Y: -1.37), Rotation2d(Rads: 2.56, Deg: 146.58)), Curvature: 0.44), 
State(Sec: 24.29, Vel m/s: 0.51, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 0.86, Y: -1.33), Rotation2d(Rads: 2.59, Deg: 148.26)), Curvature: 0.45), 
State(Sec: 24.55, Vel m/s: 0.00, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 0.80, Y: -1.30), Rotation2d(Rads: 2.62, Deg: 150.00)), Curvature: 0.47)
